284,84,4,60
285,84,2,40
286,84,3,20
287,85,4,50
288,85,6,40
289,86,2,40
290,86,1,40
291,87,4,50
292,87,6,50
293,88,1,40
294,89,1,50
295,89,5,20
296,90,3,20
297,90,4,60
298,91,6,50
299,91,5,50
300,91,4,40
301,91,1,30
302,91,3,30
303,92,1,40
304,92,4,20
305,92,3,20
306,92,5,60
307,92,6,60
308,92,2,50
309,93,6,60
310,93,3,20
311,93,1,30
312,94,3,60
313,94,1,30
314,94,2,50
315,94,5,60
316,94,6,20
317,94,4,40
318,95,2,20
319,95,6,50
320,95,3,40
321,96,5,40
322,96,1,40
323,96,2,40
324,97,1,30
325,97,6,60
326,97,2,30
327,97,3,20
328,98,2,20
329,98,4,30
330,99,3,50
331,100,2,50
332,100,1,60
333,100,4,60
334,101,1,50
335,101,5,30
336,101,2,20
337,101,4,40
338,101,6,20
339,102,5,30
340,102,2,40
341,102,6,50
342,103,6,40
343,103,1,30
344,103,5,60
345,103,3,50
346,104,1,50
347,104,3,60
348,105,6,40
349,105,1,50
350,105,4,30
351,105,2,20
352,106,3,60
353,106,4,40
354,106,2,20
355,107,1,50
356,107,2,50
357,107,6,30
358,108,4,20
359,108,6,20
360,108,2,60
361,108,1,30
362,109,1,40
363,109,3,60
364,109,2,30
365,109,6,50
366,109,4,50
367,110,1,40
368,110,3,30
369,110,5,40
370,110,4,60
371,110,6,50
372,111,5,40
373,111,4,20
374,111,2,30
375,112,4,20
376,112,3,60
377,113,5,30
378,113,3,20
379,113,1,30
380,113,4,20
381,113,6,30
382,114,3,50
383,115,3,30
384,115,1,20
385,116,2,60
386,116,1,30
387,117,1,50
388,117,5,30
389,117,6,20
390,118,4,50
391,118,5,30
392,118,1,40
393,119,5,60
394,119,3,20
395,119,1,60
396,119,2,60
397,120,1,30
398,120,6,20
399,120,2,20
400,120,5,50
401,120,3,40
402,121,2,60
403,121,4,30
404,121,1,30
405,122,2,30
406,122,5,40
407,122,3,60
408,123,6,60
409,123,1,20
410,123,5,20
411,123,3,50
412,124,4,20
413,124,3,20
414,124,2,50
415,124,6,50
416,124,1,40
417,125,3,30
418,125,2,20
419,125,4,60
420,126,1,40
421,126,3,50
422,126,2,30
423,126,5,30
424,126,6,30
425,127,3,30
426,127,5,50
427,127,4,20
428,127,2,50
429,127,1,60
430,128,5,30
431,128,4,50
432,128,6,30
433,128,3,50
434,129,3,60
435,129,2,60
436,129,6,50
437,129,5,60
438,130,4,20
439,130,5,50
440,130,6,30
441,130,1,40
442,130,3,30
443,131,1,40
444,131,6,60
445,132,4,50
446,132,6,60
447,133,2,40
448,133,5,50
449,133,6,30
450,133,3,40
451,133,1,50
452,134,3,50
453,134,4,50
454,134,2,20
455,134,5,20
456,135,4,50
457,135,5,40
458,136,5,50
459,136,1,50
460,136,3,60
461,136,6,60
462,137,4,60
463,137,6,40
464,137,2,40
465,138,2,30
466,138,5,50
467,138,6,50
468,139,2,40
469,139,4,30
470,139,5,30
471,140,2,40
472,140,5,40
473,140,4,50
474,140,1,20
475,141,6,30
476,141,2,30
477,141,3,60
478,142,2,40
479,142,6,60
480,143,4,60
481,143,5,40
482,143,1,30
483,144,2,40
484,144,3,40
485,144,6,30
486,145,6,60
487,145,2,20
488,146,3,30
489,146,2,40
490,147,2,20
491,147,3,60
492,147,1,20
493,147,5,30
494,148,1,20
495,148,5,20
496,149,3,20
497,149,4,50
498,150,1,20
499,150,6,20
500,150,3,40
501,151,5,50
502,151,1,20
503,151,3,30
504,151,4,60
505,152,5,40
506,152,3,40
507,152,4,20
508,153,3,50
509,153,6,40
510,153,4,30
511,154,4,20
512,154,2,40
513,154,3,20
514,154,1,60
515,154,5,30
516,155,4,30
517,156,4,50
518,156,5,50
519,156,2,20
520,157,4,40
521,157,3,40
522,157,2,40
523,157,1,20
524,158,4,40
525,158,6,20
526,158,3,60
527,159,1,20
528,159,2,50
529,160,1,40
530,160,2,60
531,160,5,30
532,160,6,20
533,161,2,50
534,161,4,30
535,161,5,30
536,161,6,60
537,162,1,30
538,163,5,20
539,163,1,50
540,163,2,30
541,163,4,60
542,163,3,60
543,163,6,40
544,164,6,40
545,164,4,40
546,164,2,60
547,164,3,40
548,165,3,50
549,165,5,40
550,166,5,50
551,166,6,50
552,166,4,50
553,167,5,60
554,167,2,30
555,167,3,20
556,168,1,50
557,168,5,60
558,168,4,60
559,168,2,60
560,169,5,20
561,169,1,30
562,169,4,20
563,169,3,40
564,170,4,40
565,170,6,50
566,170,1,40
567,171,3,20
568,171,5,20
569,171,2,20
570,171,6,60
571,172,1,30
572,172,5,20
573,172,2,30
574,172,4,30
575,172,6,40
576,173,5,50
577,173,4,40
578,173,2,50
579,173,1,40
580,174,2,50
581,174,3,30
582,174,5,60
583,174,6,40
584,175,5,40
585,176,2,60
586,176,3,40
587,176,6,60
588,177,1,60
589,177,4,60
590,177,2,60
591,177,6,40
592,178,6,40
593,178,4,30
594,179,3,30
595,179,4,50
596,179,1,50
597,180,3,20
598,180,1,40
599,180,6,40
600,180,4,20
601,181,3,20
602,181,6,30
603,181,1,50
604,181,2,40
605,181,5,60
606,182,2,20
607,182,6,40
608,182,4,60
609,182,5,40
610,182,3,60
611,183,3,40
612,183,4,60
613,184,4,40
614,184,2,20
615,184,6,20
616,185,3,60
617,185,6,20
618,185,2,40
619,186,5,40
620,186,3,20
621,187,2,60
622,187,5,50
623,187,3,20
624,187,6,40
625,187,1,50
626,188,6,50
627,188,1,20
628,188,2,50
629,189,4,60
630,189,5,40
631,189,2,50
632,190,1,60
633,190,5,60
634,190,3,30
635,191,6,60
636,191,1,50
637,191,4,20
638,192,1,40
639,192,2,50
640,192,4,20
641,192,3,50
642,193,1,20
643,193,2,20
644,194,5,50
645,194,1,20
646,195,6,30
647,195,1,40
648,196,6,50
649,197,1,60
650,197,6,30
651,197,3,20
652,198,1,40
653,198,2,60
654,198,5,20
655,199,1,40
656,199,2,30
657,199,3,50
658,199,4,40
659,199,5,20
660,200,2,60
661,200,1,60
662,201,6,60
663,201,5,50
664,201,3,30
665,201,2,40
666,202,3,50
667,203,1,50
668,203,5,30
669,204,2,50
670,204,4,20
671,204,3,60
672,205,6,20
673,205,5,50
674,205,2,60
675,205,3,30
676,206,6,50
677,206,4,20
678,206,2,40
679,206,3,60
680,206,5,50
681,207,2,60
682,207,3,40
683,207,1,40
684,207,5,50
685,207,4,30
686,207,6,40
687,208,3,40
688,208,5,30
689,208,1,60
690,208,2,30
691,208,4,20
692,209,1,50
693,209,3,50
694,209,5,20
695,209,4,40
696,209,2,50
697,210,3,20
698,210,5,20
699,211,6,60
700,211,5,40
701,211,3,60
702,211,1,50
703,211,4,60
704,211,2,60
705,212,4,60
706,212,5,50
707,213,1,30
708,213,5,20
709,213,3,20
710,213,6,50
711,214,2,50
712,214,3,40
713,214,4,50
714,215,1,60
715,215,2,40
716,215,3,30
717,215,4,40
718,216,5,30
719,216,2,60
720,216,1,40
721,217,5,60
722,217,3,20
723,217,2,40
724,217,6,50
725,217,1,20
726,218,6,60
727,218,2,40
728,218,4,40
729,218,1,20
730,218,3,40
731,219,5,60
732,219,4,60
733,219,6,50
734,219,1,40
735,220,3,50
736,220,4,20
737,220,6,60
738,220,1,20
739,220,2,20
740,221,6,20
741,221,5,30
742,221,3,60
743,221,4,40
744,222,5,20
745,222,1,30
746,222,4,50
747,223,5,60
748,223,2,30
749,223,6,20
750,224,4,20
751,224,3,20
752,224,1,40
753,225,4,40
754,225,1,30
755,225,5,60
756,226,3,60
757,227,1,30
758,227,6,40
759,227,2,50
760,227,5,60
761,228,3,40
762,228,2,40
763,228,6,60
764,228,4,50
765,229,4,30
766,229,5,60
767,229,2,50
768,229,1,50
769,230,3,20
770,230,2,30
771,230,5,20
772,230,1,40
773,231,2,40
774,231,4,60
775,231,3,60
776,231,1,60
777,232,2,30
778,232,3,30
779,233,4,50
780,233,2,20
781,233,1,20
782,233,6,50
783,233,3,50
784,234,1,20
785,234,5,20
786,234,2,60
787,234,6,30
788,235,3,30
789,235,5,20
790,235,2,40
791,236,1,30
792,236,2,50
793,236,5,20
794,236,3,60
795,236,6,40
796,237,5,20
797,237,6,50
798,237,3,50
799,238,1,50
800,238,2,30
801,238,4,40
802,238,5,50
803,238,3,60
804,238,6,30
805,239,5,50
806,239,6,60
807,239,3,30
808,239,2,50
809,239,4,40
810,240,6,40
811,240,5,40
812,240,3,40
813,241,4,50
814,241,3,60
815,241,1,30
816,242,6,20
817,242,5,30
818,243,4,60
819,243,6,40
820,243,2,60
821,244,1,60
822,244,2,60
823,244,3,20
824,245,5,40
825,245,2,20
826,245,4,40
827,246,6,40
828,246,4,30
829,246,2,60
830,246,1,60
831,246,3,50
832,247,2,30
833,247,5,60
834,247,3,50
835,247,6,30
836,248,4,40
837,248,3,20
838,248,6,40
839,249,5,20
840,249,3,40
841,250,6,20
842,250,1,30
843,250,3,20
844,251,4,30
845,251,3,30
846,251,2,20
847,252,5,60
848,252,4,30
849,252,2,20
850,252,1,50
851,253,4,20
852,253,1,60
853,253,2,50
854,254,5,50
855,254,2,50
856,254,3,30
857,254,4,20
858,255,2,30
859,255,1,40
860,255,4,60
861,255,6,40
862,255,3,40
863,255,5,30
864,256,2,60
865,256,6,20
866,256,3,50
867,257,2,20
868,257,3,20
869,258,4,20
870,259,2,60
871,259,1,30
872,259,6,60
873,259,3,60
874,260,3,60
875,260,6,50
876,260,4,20
877,260,2,30
878,260,5,30
879,261,6,60
880,261,4,50
881,261,1,50
882,261,2,30
883,261,5,40
884,262,2,40
885,262,3,30
886,262,1,50
887,263,5,60
888,263,1,60
889,263,3,50
890,263,2,60
891,263,4,40
892,264,2,60
893,264,5,30
894,264,6,40
895,265,1,60
896,265,3,30
897,266,6,60
898,266,3,50
899,266,4,20
900,267,5,60
901,267,3,50
902,267,2,40
903,267,1,60
904,268,1,50
905,268,3,60
906,268,5,40
907,269,6,30
908,269,4,30
909,269,3,40
910,270,2,50
911,270,5,50
912,270,3,40
913,270,4,40
914,271,4,30
915,271,5,30
916,271,6,50
917,272,5,50
918,272,4,40
919,273,1,50
920,273,3,60
921,273,6,50
922,274,6,60
923,274,4,30
924,274,1,20
925,274,3,40
926,275,2,20
927,275,1,40
928,275,3,60
929,276,1,50
930,276,4,20
931,276,5,50
932,276,2,60
933,276,6,30
934,277,5,50
935,277,3,40
936,277,2,50
937,278,5,20
938,278,2,50
939,278,4,30
940,278,3,30
941,279,5,40
942,279,1,30
943,279,3,30
944,279,2,50
945,280,5,40
946,280,6,20
947,281,2,50
948,281,4,40
949,281,5,60
950,282,5,60
951,282,6,40
952,282,1,20
953,282,2,50
954,283,5,50
955,283,4,50
956,283,1,20
957,284,3,60
958,284,5,60
959,284,6,40
960,285,5,40
961,285,4,40
962,286,4,50
963,286,1,50
964,287,3,20
965,287,2,30
966,287,1,60
967,287,5,50
968,287,4,30
969,288,5,30
970,288,2,40
971,288,4,40
972,288,6,30
973,289,3,40
974,289,2,20
975,290,2,60
976,291,4,50
977,291,3,30
978,291,2,60
979,292,5,40
980,292,3,60
981,292,4,30
982,292,6,30
983,293,3,30
984,293,1,60
985,293,5,30
986,293,6,20
987,294,3,50
988,294,5,50
989,294,4,30
990,294,6,30
991,294,2,20
992,295,2,50
993,295,3,40
994,295,6,50
995,295,1,20
996,296,2,20
997,296,6,50
998,296,3,60
999,296,5,20
1000,297,3,30
1001,297,1,60
1002,297,6,60
1003,297,2,60
1004,298,6,30
1005,298,1,60
1006,299,5,20
1007,299,4,60
1008,300,5,60
1009,300,2,40
1010,300,4,20
1011,301,6,40
1012,301,2,30
1013,302,1,50
1014,302,4,60
1015,302,3,30
1016,303,1,20
1017,303,4,30
1018,303,3,40
1019,303,2,50
1020,304,3,20
1021,304,6,60
1022,304,1,60
1023,304,5,30
1024,305,3,50
1025,305,5,40
1026,305,4,60
1027,305,6,30
1028,305,2,50
1029,305,1,30
1030,306,6,20
1031,306,3,60
1032,306,5,40
1033,307,5,50
1034,307,3,60
1035,307,2,40
1036,307,6,60
1037,308,1,40
1038,308,4,20
1039,308,6,40
1040,308,5,50
1041,308,3,60
1042,309,3,40
1043,309,1,30
1044,310,3,20
1045,310,2,60
1046,310,4,50
1047,310,6,20
1048,310,1,20
1049,311,3,40
1050,311,2,20
1051,311,6,30
1052,311,1,50
1053,311,5,50
1054,312,6,50
1055,312,5,60
1056,312,4,60
1057,312,1,20
1058,313,6,30
1059,313,2,20
1060,313,3,40
1061,314,2,30
1062,314,1,40
1063,314,3,20
1064,314,4,40
1065,315,5,60
1066,315,4,30
1067,315,1,30
1068,316,2,30
1069,316,5,40
1070,316,4,20
1071,316,1,60
1072,316,3,50
1073,317,3,40
1074,317,6,20
1075,318,5,20
1076,318,3,60
1077,318,6,40
1078,318,2,50
1079,319,4,40
1080,319,3,20
1081,319,1,50
1082,320,6,40
1083,320,3,20
1084,320,1,30
1085,321,6,50
1086,321,2,20
1087,322,4,20
1088,322,3,60
1089,322,2,20
1090,323,1,40
1091,323,5,30
1092,324,3,50
1093,324,1,60
1094,324,5,40
1095,325,3,60
1096,325,6,60
1097,325,1,60
1098,325,5,20
1099,326,4,40
1100,326,3,30
1101,326,1,20
1102,327,5,20
1103,327,1,60
1104,327,3,30
1105,327,2,30
1106,327,4,50
1107,328,3,50
1108,328,6,20
1109,328,1,50
1110,328,5,30
1111,328,2,50
1112,329,5,40
1113,329,2,60
1114,329,3,60
1115,330,5,60
1116,330,2,20
1117,330,4,50
1118,330,6,20
1119,330,1,20
1120,331,4,20
1121,331,3,40
1122,331,2,30
1123,332,6,40
1124,332,5,20
1125,332,4,30
1126,332,1,40
1127,332,3,30
1128,333,1,40
1129,333,2,50
1130,333,3,20
1131,333,4,60
1132,333,5,40
1133,334,1,50
1134,334,2,20
1135,334,3,50
1136,335,3,20
1137,335,2,40
1138,335,6,20
1139,335,1,60
1140,335,5,40
1141,335,4,30
1142,336,3,50
1143,336,2,40
1144,336,6,40
1145,336,4,40
1146,337,3,50
1147,337,2,40
1148,338,2,20
1149,338,5,40
1150,338,3,20
1151,338,1,40
1152,339,6,20
1153,339,2,30
1154,339,4,40
1155,340,6,40
1156,340,2,50
1157,340,3,30
1158,341,4,30
1159,341,5,50
1160,341,2,20
1161,341,3,40
1162,342,6,40
1163,342,2,40
1164,342,5,30
1165,342,3,20
1166,343,1,30
1167,343,6,20
1168,343,2,60
1169,343,5,30
1170,343,4,40
1171,344,2,50
1172,344,1,50
1173,344,5,60
1174,345,4,50
1175,345,2,40
1176,345,1,30
1177,345,3,30
1178,346,5,20
1179,346,4,40
1180,347,4,50
1181,347,2,60
1182,347,3,30
1183,347,5,50
1184,347,1,50
1185,348,3,30
1186,348,6,20
1187,348,5,60
1188,349,5,40
1189,349,4,30
1190,349,6,50
1191,349,1,20
1192,349,2,30
1193,350,5,20
1194,350,1,20
1195,350,6,50
1196,351,4,60
1197,351,6,30
1198,351,1,20
1199,352,1,60
1200,352,6,40
1201,352,2,20
1202,352,4,20
1203,352,3,40
1204,352,5,40
1205,353,2,30
1206,353,6,20
1207,353,1,50
1208,353,5,20
1209,354,5,40
1210,354,4,50
1211,354,6,30
1212,354,1,50
1213,355,5,30
1214,355,2,40
1215,355,3,50
1216,356,4,60
1217,356,5,60
1218,356,6,20
1219,357,1,60
1220,357,6,20
1221,357,3,40
1222,357,4,30
1223,358,1,50
1224,358,4,20
1225,358,5,30
1226,358,6,30
1227,359,3,40
1228,359,1,40
1229,359,5,60
1230,359,6,60
1231,359,2,40
1232,360,6,60
1233,360,3,30
1234,360,1,20
1235,360,5,40
1236,360,4,20
1237,361,5,30
1238,361,2,20
1239,361,6,40
1240,362,2,60
1241,362,1,60
1242,362,5,20
1243,362,4,60
1244,362,6,50
1245,363,4,60
1246,363,6,40
1247,363,2,60
1248,363,3,50
1249,363,5,50
1250,364,5,60
1251,364,4,40
1252,364,6,20
1253,364,3,50
1254,364,2,60
1255,365,2,20
1256,365,3,50
1257,365,1,40
1258,365,4,40
1259,366,1,50
1260,366,5,20
1261,366,2,20
1262,366,3,50
1263,366,6,60
1264,367,5,30
1265,367,2,60
1266,367,4,60
1267,368,5,40
1268,368,4,30
1269,369,2,30
1270,369,4,50
1271,369,5,30
1272,370,6,50
1273,370,5,20
1274,370,2,40
1275,370,3,30
1276,370,1,50
1277,371,1,20
1278,371,6,50
1279,371,5,20
1280,372,1,50
1281,372,5,40
1282,372,2,30
1283,373,6,60
1284,373,4,30
1285,374,5,30
1286,374,1,40
1287,374,6,50
1288,374,3,30
1289,375,4,60
1290,375,6,40
1291,376,6,20
1292,376,5,60
1293,376,1,40
1294,376,3,50
1295,377,1,40
1296,377,4,40
1297,377,2,40
1298,377,5,20
1299,378,3,60
1300,378,1,40
1301,378,4,40
1302,378,5,20
1303,378,6,60
1304,378,2,20
1305,379,1,60
1306,379,6,50
1307,380,6,30
1308,380,1,50
1309,381,4,40
1310,381,2,40
1311,381,5,50
1312,381,6,40
1313,382,3,20
1314,382,2,50
1315,382,5,40
1316,382,1,30
1317,383,1,30
1318,383,2,40
1319,383,4,60
1320,383,3,60
1321,384,3,30
1322,384,6,30
1323,384,2,40
1324,384,4,20
1325,385,3,20
1326,385,1,60
1327,386,5,60
1328,386,2,30
1329,386,4,40
1330,386,1,50
1331,387,6,20
1332,387,5,20
1333,388,3,30
1334,388,4,20
1335,388,5,20
1336,388,2,40
1337,389,1,60
1338,389,6,20
1339,390,3,60
1340,391,6,50
1341,391,4,160
1342,391,3,90
1343,391,2,140
1344,392,1,110
1345,392,4,160
1346,392,2,140
1347,393,3,80
1348,393,5,70
1349,393,2,170
1350,393,4,120
1351,394,1,170
1352,394,4,160
1353,394,5,80
1354,395,4,70
1355,395,6,120
1356,395,2,170
1357,395,1,180
1358,396,3,130
1359,396,5,140
1360,396,2,60
1361,396,6,80
1362,397,3,50
1363,397,1,110
1364,397,5,70
1365,397,4,60
1366,398,1,90
1367,398,4,100
1368,398,3,70
1369,399,6,80
1370,399,1,90
1371,400,5,30
1372,400,3,40
1373,400,4,120
1374,400,2,70
1375,401,3,40
1376,401,4,50
1377,402,6,100
1378,402,5,20
1379,402,3,40
1380,403,5,20
1381,403,3,20
1382,403,4,50
1383,404,5,40
1384,404,3,60
1385,404,6,190
1386,404,4,110
1387,405,1,90
1388,405,5,30
1389,405,4,50
1390,406,4,50
1391,406,6,70
1392,407,1,100
1393,407,5,60
1394,407,3,80
1395,407,2,110
1396,407,6,180
1397,407,4,100
1398,408,5,80
1399,408,6,130
1400,408,2,40
1401,408,3,20
1402,408,1,80
1403,409,4,110
1404,409,6,170
1405,409,5,100
1406,409,2,30
1407,410,1,60
1408,410,6,140
1409,410,4,50
1410,410,3,70
1411,410,5,80
1412,411,4,90
1413,411,6,200
1414,411,5,50
1415,411,1,120
1416,411,3,120
1417,412,4,120
1418,412,2,110
1419,412,3,120
1420,413,2,60
1421,413,3,110
1422,413,5,50
1423,413,4,120
1424,414,1,110
1425,414,2,110
1426,414,3,120
1427,414,5,70
1428,415,2,60
1429,415,6,170
1430,415,4,60
1431,415,5,60
1432,416,5,80
1433,416,6,60
1434,416,1,100
1435,416,3,120
1436,417,2,90
1437,417,5,80
1438,417,6,150
1439,417,1,40
1440,418,6,170
1441,418,2,50
1442,419,4,70
1443,419,3,90
1444,419,6,60
1445,419,1,60
1446,420,6,90
1447,420,2,60
1448,420,5,20
1449,420,3,120
1450,421,5,30
1451,421,3,30
1452,421,6,120
1453,422,5,90
1454,422,3,70
1455,422,2,100
1456,422,6,140
1457,422,4,110
1458,423,6,90
1459,423,3,20
1460,423,2,40
1461,423,5,90
1462,424,5,90
1463,424,3,20
1464,424,6,140
1465,424,2,100
1466,425,5,20
1467,425,1,70
1468,425,3,30
1469,426,1,80
1470,426,5,20
1471,426,6,140
1472,426,3,100
1473,427,4,60
1474,427,1,70
1475,427,2,60
1476,427,5,20
1477,427,3,70
1478,428,4,50
1479,428,3,70
1480,429,2,30
1481,429,3,100
1482,429,4,90
1483,430,2,110
1484,430,6,70
1485,430,5,70
1486,430,4,120
1487,431,5,20
1488,431,3,110
1489,431,2,110
1490,431,1,50
1491,431,6,60
1492,432,5,50
1493,432,4,50
1494,432,1,30
1495,432,3,40
1496,433,3,90
1497,433,6,130
1498,433,1,30
1499,434,2,80
1500,434,6,110
1501,434,4,80
1502,434,3,30
1503,434,5,30
1504,435,1,30
1505,435,5,70
1506,436,5,90
1507,436,4,110
1508,436,3,90
1509,436,6,120
1510,437,4,120
1511,437,2,90
1512,437,5,60
1513,438,2,70
1514,438,3,100
1515,438,5,90
1516,438,4,30
1517,439,2,110
1518,439,4,110
1519,439,1,30
1520,440,5,80
1521,440,3,20
1522,440,6,100
1523,440,4,50
1524,441,5,40
1525,441,3,90
1526,441,2,120
1527,442,2,50
1528,442,3,50
1529,442,6,180
1530,442,5,70
1531,443,5,100
1532,443,1,80
1533,444,2,50
1534,444,5,60
1535,444,6,130
1536,445,2,70
1537,445,5,80
1538,445,6,190
1539,446,6,170
1540,447,3,40
1541,447,6,80
1542,447,1,40
1543,447,2,40
1544,448,6,90
1545,448,2,100
1546,448,3,30
1547,448,4,50
1548,449,3,60
1549,449,5,70
1550,449,2,100
1551,450,4,100
1552,450,3,50
1553,450,6,190
1554,451,4,110
1555,451,6,110
1556,452,1,30
1557,452,4,80
1558,452,2,30
1559,452,5,70
1560,453,3,110
1561,453,4,60
1562,454,5,60
1563,454,4,30
1564,454,6,170
1565,454,2,110
1566,455,4,60
1567,455,6,180
1568,455,3,40
1569,455,2,90
1570,456,4,40
1571,456,1,110
1572,457,4,60
1573,458,5,60
1574,458,1,70
1575,458,4,50
1576,458,3,30
1577,458,6,160
1578,459,4,50
1579,459,3,80
1580,459,2,80
1581,459,5,30
1582,460,3,100
1583,460,5,60
1584,461,5,100
1585,461,2,70
1586,461,3,70
1587,461,6,170
1588,461,4,90
1589,462,3,110
1590,462,2,50
1591,462,5,30
1592,463,3,70
1593,463,1,100
1594,464,3,100
1595,464,6,110
1596,465,2,120
1597,465,3,100
1598,465,4,80
1599,466,5,70
1600,466,4,80
1601,466,3,80
1602,466,2,60
1603,467,5,80
1604,467,2,100
1605,467,4,90
1606,467,1,30
1607,468,5,30
1608,468,4,70
1609,469,3,40
1610,469,1,80
1611,469,5,100
1612,469,6,160
1613,470,6,170
1614,470,4,110
1615,470,5,90
1616,471,2,50
1617,471,1,120
1618,471,4,30
1619,471,3,120
1620,471,5,90
1621,472,3,60
1622,472,6,180
1623,472,5,50
1624,473,5,100
1625,473,3,90
1626,474,3,50
1627,474,1,70
1628,474,4,120
1629,474,5,60
1630,474,2,50
1631,475,4,80
1632,475,5,20
1633,475,3,80
1634,475,1,120
1635,476,1,80
1636,476,6,160
1637,476,2,120
1638,476,3,40
1639,476,5,70
1640,477,6,180
1641,477,3,30
1642,477,1,90
1643,477,2,50
1644,478,5,70
1645,478,3,40
1646,478,1,120
1647,478,2,70
1648,479,4,60
1649,479,2,40
1650,479,1,80
1651,480,5,100
1652,480,1,40
1653,480,6,190
1654,480,2,70
1655,480,4,30
1656,480,3,70
1657,481,2,120
1658,481,5,40
1659,482,6,150
1660,482,3,70
1661,482,1,40
1662,482,5,100
1663,482,4,60
1664,483,4,100
1665,483,6,130
1666,483,5,30
