row_id;id_rota;id_date;id_shift;id_staff
145;ro0015;8/1/2022;sh0011;10
146;ro0015;8/1/2022;sh0011;12
147;ro0015;8/1/2022;sh0011;14
148;ro0015;8/1/2022;sh0011;16
149;ro0015;8/1/2022;sh0011;18
150;ro0015;8/1/2022;sh0011;19
151;ro0016;8/1/2022;sh0012;1
152;ro0016;8/1/2022;sh0012;3
153;ro0016;8/1/2022;sh0012;5
154;ro0016;8/1/2022;sh0012;7
155;ro0016;8/1/2022;sh0012;9
156;ro0016;8/1/2022;sh0012;11
157;ro0016;8/1/2022;sh0012;13
158;ro0016;8/1/2022;sh0012;15
159;ro0016;8/1/2022;sh0012;17
160;ro0016;8/1/2022;sh0012;19
161;ro0017;9/1/2022;sh0013;2
162;ro0017;9/1/2022;sh0013;4
163;ro0017;9/1/2022;sh0013;6
164;ro0017;9/1/2022;sh0013;8
165;ro0017;9/1/2022;sh0013;10
166;ro0017;9/1/2022;sh0013;12
167;ro0017;9/1/2022;sh0013;14
168;ro0017;9/1/2022;sh0013;16
169;ro0017;9/1/2022;sh0013;18
170;ro0017;9/1/2022;sh0013;19
171;ro0018;9/1/2022;sh0014;1
172;ro0018;9/1/2022;sh0014;3
173;ro0018;9/1/2022;sh0014;5
174;ro0018;9/1/2022;sh0014;7
175;ro0018;9/1/2022;sh0014;9
176;ro0018;9/1/2022;sh0014;11
177;ro0018;9/1/2022;sh0014;13
178;ro0018;9/1/2022;sh0014;15
179;ro0018;9/1/2022;sh0014;17
180;ro0018;9/1/2022;sh0014;19
181;ro0019;10/1/2022;sh0001;2
182;ro0019;10/1/2022;sh0001;4
183;ro0019;10/1/2022;sh0001;6
184;ro0019;10/1/2022;sh0001;8
185;ro0019;10/1/2022;sh0001;10
186;ro0019;10/1/2022;sh0001;12
187;ro0019;10/1/2022;sh0001;14
188;ro0019;10/1/2022;sh0001;16
189;ro0019;10/1/2022;sh0001;18
190;ro0019;10/1/2022;sh0001;19
191;ro0020;10/1/2022;sh0002;1
192;ro0020;10/1/2022;sh0002;3
193;ro0020;10/1/2022;sh0002;5
194;ro0020;10/1/2022;sh0002;7
195;ro0020;10/1/2022;sh0002;9
196;ro0020;10/1/2022;sh0002;11
197;ro0020;10/1/2022;sh0002;13
198;ro0020;10/1/2022;sh0002;15
199;ro0020;10/1/2022;sh0002;17
200;ro0020;10/1/2022;sh0002;19
201;ro0021;11/1/2022;sh0003;2
202;ro0021;11/1/2022;sh0003;4
203;ro0021;11/1/2022;sh0003;6
204;ro0021;11/1/2022;sh0003;8
205;ro0021;11/1/2022;sh0003;10
206;ro0021;11/1/2022;sh0003;12
207;ro0021;11/1/2022;sh0003;14
208;ro0021;11/1/2022;sh0003;16
209;ro0021;11/1/2022;sh0003;18
210;ro0021;11/1/2022;sh0003;19
211;ro0022;11/1/2022;sh0004;1
212;ro0022;11/1/2022;sh0004;3
213;ro0022;11/1/2022;sh0004;5
214;ro0022;11/1/2022;sh0004;7
215;ro0022;11/1/2022;sh0004;9
216;ro0022;11/1/2022;sh0004;11
217;ro0022;11/1/2022;sh0004;13
218;ro0022;11/1/2022;sh0004;15
219;ro0022;11/1/2022;sh0004;17
220;ro0022;11/1/2022;sh0004;19
221;ro0023;12/1/2022;sh0005;2
222;ro0023;12/1/2022;sh0005;4
223;ro0023;12/1/2022;sh0005;6
224;ro0023;12/1/2022;sh0005;8
225;ro0023;12/1/2022;sh0005;10
226;ro0023;12/1/2022;sh0005;12
227;ro0023;12/1/2022;sh0005;14
228;ro0023;12/1/2022;sh0005;16
229;ro0023;12/1/2022;sh0005;18
230;ro0023;12/1/2022;sh0005;19
231;ro0024;12/1/2022;sh0006;1
232;ro0024;12/1/2022;sh0006;3
233;ro0024;12/1/2022;sh0006;5
234;ro0024;12/1/2022;sh0006;7
235;ro0024;12/1/2022;sh0006;9
236;ro0024;12/1/2022;sh0006;11
237;ro0024;12/1/2022;sh0006;13
238;ro0024;12/1/2022;sh0006;15
239;ro0024;12/1/2022;sh0006;17
240;ro0024;12/1/2022;sh0006;19
241;ro0025;13/1/2022;sh0007;2
242;ro0025;13/1/2022;sh0007;4
243;ro0025;13/1/2022;sh0007;6
244;ro0025;13/1/2022;sh0007;8
245;ro0025;13/1/2022;sh0007;10
246;ro0025;13/1/2022;sh0007;12
247;ro0025;13/1/2022;sh0007;14
248;ro0025;13/1/2022;sh0007;16
249;ro0025;13/1/2022;sh0007;18
250;ro0025;13/1/2022;sh0007;19
251;ro0026;13/1/2022;sh0008;1
252;ro0026;13/1/2022;sh0008;3
253;ro0026;13/1/2022;sh0008;5
254;ro0026;13/1/2022;sh0008;7
255;ro0026;13/1/2022;sh0008;9
256;ro0026;13/1/2022;sh0008;11
257;ro0026;13/1/2022;sh0008;13
258;ro0026;13/1/2022;sh0008;15
259;ro0026;13/1/2022;sh0008;17
260;ro0026;13/1/2022;sh0008;19
261;ro0027;14/1/2022;sh0009;2
262;ro0027;14/1/2022;sh0009;4
263;ro0027;14/1/2022;sh0009;6
264;ro0027;14/1/2022;sh0009;8
265;ro0027;14/1/2022;sh0009;10
266;ro0027;14/1/2022;sh0009;12
267;ro0027;14/1/2022;sh0009;14
268;ro0027;14/1/2022;sh0009;16
269;ro0027;14/1/2022;sh0009;18
270;ro0027;14/1/2022;sh0009;19
271;ro0028;14/1/2022;sh0010;1
272;ro0028;14/1/2022;sh0010;3
273;ro0028;14/1/2022;sh0010;5
274;ro0028;14/1/2022;sh0010;7
275;ro0028;14/1/2022;sh0010;9
276;ro0028;14/1/2022;sh0010;11
277;ro0028;14/1/2022;sh0010;13
278;ro0028;14/1/2022;sh0010;15
279;ro0028;14/1/2022;sh0010;17
280;ro0028;14/1/2022;sh0010;19
281;ro0029;15/1/2022;sh0011;2
282;ro0029;15/1/2022;sh0011;4
283;ro0029;15/1/2022;sh0011;6
284;ro0029;15/1/2022;sh0011;8
285;ro0029;15/1/2022;sh0011;10
286;ro0029;15/1/2022;sh0011;12
287;ro0029;15/1/2022;sh0011;14
288;ro0029;15/1/2022;sh0011;16
289;ro0029;15/1/2022;sh0011;18
290;ro0029;15/1/2022;sh0011;19
291;ro0030;15/1/2022;sh0012;1
292;ro0030;15/1/2022;sh0012;3
293;ro0030;15/1/2022;sh0012;5
294;ro0030;15/1/2022;sh0012;7
295;ro0030;15/1/2022;sh0012;9
296;ro0030;15/1/2022;sh0012;11
297;ro0030;15/1/2022;sh0012;13
298;ro0030;15/1/2022;sh0012;15
299;ro0030;15/1/2022;sh0012;17
300;ro0030;15/1/2022;sh0012;19
301;ro0031;16/1/2022;sh0013;2
302;ro0031;16/1/2022;sh0013;4
303;ro0031;16/1/2022;sh0013;6
304;ro0031;16/1/2022;sh0013;8
305;ro0031;16/1/2022;sh0013;10
306;ro0031;16/1/2022;sh0013;12
307;ro0031;16/1/2022;sh0013;14
308;ro0031;16/1/2022;sh0013;16
309;ro0031;16/1/2022;sh0013;18
310;ro0031;16/1/2022;sh0013;19
311;ro0032;16/1/2022;sh0014;1
312;ro0032;16/1/2022;sh0014;3
313;ro0032;16/1/2022;sh0014;5
314;ro0032;16/1/2022;sh0014;7
315;ro0032;16/1/2022;sh0014;9
316;ro0032;16/1/2022;sh0014;11
317;ro0032;16/1/2022;sh0014;13
318;ro0032;16/1/2022;sh0014;15
319;ro0032;16/1/2022;sh0014;17
320;ro0032;16/1/2022;sh0014;19
321;ro0033;17/1/2022;sh0001;2
322;ro0033;17/1/2022;sh0001;4
323;ro0033;17/1/2022;sh0001;6
324;ro0033;17/1/2022;sh0001;8
325;ro0033;17/1/2022;sh0001;10
326;ro0033;17/1/2022;sh0001;12
327;ro0033;17/1/2022;sh0001;14
328;ro0033;17/1/2022;sh0001;16
329;ro0033;17/1/2022;sh0001;18
330;ro0033;17/1/2022;sh0001;19
331;ro0034;17/1/2022;sh0002;1
332;ro0034;17/1/2022;sh0002;3
333;ro0034;17/1/2022;sh0002;5
334;ro0034;17/1/2022;sh0002;7
335;ro0034;17/1/2022;sh0002;9
336;ro0034;17/1/2022;sh0002;11
337;ro0034;17/1/2022;sh0002;13
338;ro0034;17/1/2022;sh0002;15
339;ro0034;17/1/2022;sh0002;17
340;ro0034;17/1/2022;sh0002;19
341;ro0035;18/1/2022;sh0003;2
342;ro0035;18/1/2022;sh0003;4
343;ro0035;18/1/2022;sh0003;6
344;ro0035;18/1/2022;sh0003;8
345;ro0035;18/1/2022;sh0003;10
346;ro0035;18/1/2022;sh0003;12
347;ro0035;18/1/2022;sh0003;14
348;ro0035;18/1/2022;sh0003;16
349;ro0035;18/1/2022;sh0003;18
350;ro0035;18/1/2022;sh0003;19
351;ro0036;18/1/2022;sh0004;1
352;ro0036;18/1/2022;sh0004;3
353;ro0036;18/1/2022;sh0004;5
354;ro0036;18/1/2022;sh0004;7
355;ro0036;18/1/2022;sh0004;9
356;ro0036;18/1/2022;sh0004;11
357;ro0036;18/1/2022;sh0004;13
358;ro0036;18/1/2022;sh0004;15
359;ro0036;18/1/2022;sh0004;17
360;ro0036;18/1/2022;sh0004;19
361;ro0037;19/1/2022;sh0005;2
362;ro0037;19/1/2022;sh0005;4
363;ro0037;19/1/2022;sh0005;6
364;ro0037;19/1/2022;sh0005;8
365;ro0037;19/1/2022;sh0005;10
366;ro0037;19/1/2022;sh0005;12
367;ro0037;19/1/2022;sh0005;14
368;ro0037;19/1/2022;sh0005;16
369;ro0037;19/1/2022;sh0005;18
370;ro0037;19/1/2022;sh0005;19
371;ro0038;19/1/2022;sh0006;1
372;ro0038;19/1/2022;sh0006;3
373;ro0038;19/1/2022;sh0006;5
374;ro0038;19/1/2022;sh0006;7
375;ro0038;19/1/2022;sh0006;9
376;ro0038;19/1/2022;sh0006;11
377;ro0038;19/1/2022;sh0006;13
378;ro0038;19/1/2022;sh0006;15
379;ro0038;19/1/2022;sh0006;17
380;ro0038;19/1/2022;sh0006;19
381;ro0039;20/1/2022;sh0007;2
382;ro0039;20/1/2022;sh0007;4
383;ro0039;20/1/2022;sh0007;6
384;ro0039;20/1/2022;sh0007;8
385;ro0039;20/1/2022;sh0007;10
386;ro0039;20/1/2022;sh0007;12
387;ro0039;20/1/2022;sh0007;14
388;ro0039;20/1/2022;sh0007;16
389;ro0039;20/1/2022;sh0007;18
390;ro0039;20/1/2022;sh0007;19
391;ro0040;20/1/2022;sh0008;1
392;ro0040;20/1/2022;sh0008;3
393;ro0040;20/1/2022;sh0008;5
394;ro0040;20/1/2022;sh0008;7
395;ro0040;20/1/2022;sh0008;9
396;ro0040;20/1/2022;sh0008;11
397;ro0040;20/1/2022;sh0008;13
398;ro0040;20/1/2022;sh0008;15
399;ro0040;20/1/2022;sh0008;17
400;ro0040;20/1/2022;sh0008;19
401;ro0041;21/1/2022;sh0009;2
402;ro0041;21/1/2022;sh0009;4
403;ro0041;21/1/2022;sh0009;6
404;ro0041;21/1/2022;sh0009;8
405;ro0041;21/1/2022;sh0009;10
406;ro0041;21/1/2022;sh0009;12
407;ro0041;21/1/2022;sh0009;14
408;ro0041;21/1/2022;sh0009;16
409;ro0041;21/1/2022;sh0009;18
410;ro0041;21/1/2022;sh0009;19
411;ro0042;21/1/2022;sh0010;1
412;ro0042;21/1/2022;sh0010;3
413;ro0042;21/1/2022;sh0010;5
414;ro0042;21/1/2022;sh0010;7
415;ro0042;21/1/2022;sh0010;9
416;ro0042;21/1/2022;sh0010;11
417;ro0042;21/1/2022;sh0010;13
418;ro0042;21/1/2022;sh0010;15
419;ro0042;21/1/2022;sh0010;17
420;ro0042;21/1/2022;sh0010;19
421;ro0043;22/1/2022;sh0011;2
422;ro0043;22/1/2022;sh0011;4
423;ro0043;22/1/2022;sh0011;6
424;ro0043;22/1/2022;sh0011;8
425;ro0043;22/1/2022;sh0011;10
426;ro0043;22/1/2022;sh0011;12
427;ro0043;22/1/2022;sh0011;14
428;ro0043;22/1/2022;sh0011;16
429;ro0043;22/1/2022;sh0011;18
430;ro0043;22/1/2022;sh0011;19
431;ro0044;22/1/2022;sh0012;1
432;ro0044;22/1/2022;sh0012;3
433;ro0044;22/1/2022;sh0012;5
434;ro0044;22/1/2022;sh0012;7
435;ro0044;22/1/2022;sh0012;9
436;ro0044;22/1/2022;sh0012;11
437;ro0044;22/1/2022;sh0012;13
438;ro0044;22/1/2022;sh0012;15
439;ro0044;22/1/2022;sh0012;17
440;ro0044;22/1/2022;sh0012;19
441;ro0045;23/1/2022;sh0013;2
442;ro0045;23/1/2022;sh0013;4
443;ro0045;23/1/2022;sh0013;6
444;ro0045;23/1/2022;sh0013;8
445;ro0045;23/1/2022;sh0013;10
446;ro0045;23/1/2022;sh0013;12
447;ro0045;23/1/2022;sh0013;14
448;ro0045;23/1/2022;sh0013;16
449;ro0045;23/1/2022;sh0013;18
450;ro0045;23/1/2022;sh0013;19
451;ro0046;23/1/2022;sh0014;1
452;ro0046;23/1/2022;sh0014;3
453;ro0046;23/1/2022;sh0014;5
454;ro0046;23/1/2022;sh0014;7
455;ro0046;23/1/2022;sh0014;9
456;ro0046;23/1/2022;sh0014;11
457;ro0046;23/1/2022;sh0014;13
458;ro0046;23/1/2022;sh0014;15
459;ro0046;23/1/2022;sh0014;17
460;ro0046;23/1/2022;sh0014;19
461;ro0047;24/1/2022;sh0001;2
462;ro0047;24/1/2022;sh0001;4
463;ro0047;24/1/2022;sh0001;6
464;ro0047;24/1/2022;sh0001;8
465;ro0047;24/1/2022;sh0001;10
466;ro0047;24/1/2022;sh0001;12
467;ro0047;24/1/2022;sh0001;14
468;ro0047;24/1/2022;sh0001;16
469;ro0047;24/1/2022;sh0001;18
470;ro0047;24/1/2022;sh0001;19
471;ro0048;24/1/2022;sh0002;1
472;ro0048;24/1/2022;sh0002;3
473;ro0048;24/1/2022;sh0002;5
474;ro0048;24/1/2022;sh0002;7
475;ro0048;24/1/2022;sh0002;9
476;ro0048;24/1/2022;sh0002;11
477;ro0048;24/1/2022;sh0002;13
478;ro0048;24/1/2022;sh0002;15
479;ro0048;24/1/2022;sh0002;17
480;ro0048;24/1/2022;sh0002;19
481;ro0049;25/1/2022;sh0003;2
482;ro0049;25/1/2022;sh0003;4
483;ro0049;25/1/2022;sh0003;6
484;ro0049;25/1/2022;sh0003;8
485;ro0049;25/1/2022;sh0003;10
486;ro0049;25/1/2022;sh0003;12
487;ro0049;25/1/2022;sh0003;14
488;ro0049;25/1/2022;sh0003;16
489;ro0049;25/1/2022;sh0003;18
490;ro0049;25/1/2022;sh0003;19
491;ro0050;25/1/2022;sh0004;1
492;ro0050;25/1/2022;sh0004;3
493;ro0050;25/1/2022;sh0004;5
494;ro0050;25/1/2022;sh0004;7
495;ro0050;25/1/2022;sh0004;9
496;ro0050;25/1/2022;sh0004;11
497;ro0050;25/1/2022;sh0004;13
498;ro0050;25/1/2022;sh0004;15
499;ro0050;25/1/2022;sh0004;17
500;ro0050;25/1/2022;sh0004;19
501;ro0051;26/1/2022;sh0005;2
502;ro0051;26/1/2022;sh0005;4
503;ro0051;26/1/2022;sh0005;6
504;ro0051;26/1/2022;sh0005;8
505;ro0051;26/1/2022;sh0005;10
506;ro0051;26/1/2022;sh0005;12
507;ro0051;26/1/2022;sh0005;14
508;ro0051;26/1/2022;sh0005;16
509;ro0051;26/1/2022;sh0005;18
510;ro0051;26/1/2022;sh0005;19
511;ro0052;26/1/2022;sh0006;1
512;ro0052;26/1/2022;sh0006;3
513;ro0052;26/1/2022;sh0006;5
514;ro0052;26/1/2022;sh0006;7
515;ro0052;26/1/2022;sh0006;9
516;ro0052;26/1/2022;sh0006;11
517;ro0052;26/1/2022;sh0006;13
518;ro0052;26/1/2022;sh0006;15
519;ro0052;26/1/2022;sh0006;17
520;ro0052;26/1/2022;sh0006;19
521;ro0053;27/1/2022;sh0007;2
522;ro0053;27/1/2022;sh0007;4
523;ro0053;27/1/2022;sh0007;6
524;ro0053;27/1/2022;sh0007;8
525;ro0053;27/1/2022;sh0007;10
526;ro0053;27/1/2022;sh0007;12
527;ro0053;27/1/2022;sh0007;14
528;ro0053;27/1/2022;sh0007;16
529;ro0053;27/1/2022;sh0007;18
530;ro0053;27/1/2022;sh0007;19
531;ro0054;27/1/2022;sh0008;1
532;ro0054;27/1/2022;sh0008;3
533;ro0054;27/1/2022;sh0008;5
534;ro0054;27/1/2022;sh0008;7
535;ro0054;27/1/2022;sh0008;9
536;ro0054;27/1/2022;sh0008;11
537;ro0054;27/1/2022;sh0008;13
538;ro0054;27/1/2022;sh0008;15
539;ro0054;27/1/2022;sh0008;17
540;ro0054;27/1/2022;sh0008;19
541;ro0055;28/1/2022;sh0009;2
542;ro0055;28/1/2022;sh0009;4
543;ro0055;28/1/2022;sh0009;6
544;ro0055;28/1/2022;sh0009;8
545;ro0055;28/1/2022;sh0009;10
546;ro0055;28/1/2022;sh0009;12
547;ro0055;28/1/2022;sh0009;14
548;ro0055;28/1/2022;sh0009;16
549;ro0055;28/1/2022;sh0009;18
550;ro0055;28/1/2022;sh0009;19
551;ro0056;28/1/2022;sh0010;1
552;ro0056;28/1/2022;sh0010;3
553;ro0056;28/1/2022;sh0010;5
554;ro0056;28/1/2022;sh0010;7
555;ro0056;28/1/2022;sh0010;9
556;ro0056;28/1/2022;sh0010;11
557;ro0056;28/1/2022;sh0010;13
558;ro0056;28/1/2022;sh0010;15
559;ro0056;28/1/2022;sh0010;17
560;ro0056;28/1/2022;sh0010;19
561;ro0057;29/1/2022;sh0011;2
562;ro0057;29/1/2022;sh0011;4
563;ro0057;29/1/2022;sh0011;6
564;ro0057;29/1/2022;sh0011;8
565;ro0057;29/1/2022;sh0011;10
566;ro0057;29/1/2022;sh0011;12
567;ro0057;29/1/2022;sh0011;14
568;ro0057;29/1/2022;sh0011;16
569;ro0057;29/1/2022;sh0011;18
570;ro0057;29/1/2022;sh0011;19
571;ro0058;29/1/2022;sh0012;1
572;ro0058;29/1/2022;sh0012;3
573;ro0058;29/1/2022;sh0012;5
574;ro0058;29/1/2022;sh0012;7
575;ro0058;29/1/2022;sh0012;9
576;ro0058;29/1/2022;sh0012;11
577;ro0058;29/1/2022;sh0012;13
578;ro0058;29/1/2022;sh0012;15
579;ro0058;29/1/2022;sh0012;17
580;ro0058;29/1/2022;sh0012;19
581;ro0059;30/1/2022;sh0013;2
582;ro0059;30/1/2022;sh0013;4
583;ro0059;30/1/2022;sh0013;6
584;ro0059;30/1/2022;sh0013;8
585;ro0059;30/1/2022;sh0013;10
586;ro0059;30/1/2022;sh0013;12
587;ro0059;30/1/2022;sh0013;14
588;ro0059;30/1/2022;sh0013;16
589;ro0059;30/1/2022;sh0013;18
590;ro0059;30/1/2022;sh0013;19
591;ro0060;30/1/2022;sh0014;1
592;ro0060;30/1/2022;sh0014;3
593;ro0060;30/1/2022;sh0014;5
594;ro0060;30/1/2022;sh0014;7
595;ro0060;30/1/2022;sh0014;9
596;ro0060;30/1/2022;sh0014;11
597;ro0060;30/1/2022;sh0014;13
598;ro0060;30/1/2022;sh0014;15
599;ro0060;30/1/2022;sh0014;17
600;ro0060;30/1/2022;sh0014;19
601;ro0061;31/1/2022;sh0001;2
602;ro0061;31/1/2022;sh0001;4
603;ro0061;31/1/2022;sh0001;6
604;ro0061;31/1/2022;sh0001;8
605;ro0061;31/1/2022;sh0001;10
606;ro0061;31/1/2022;sh0001;12
607;ro0061;31/1/2022;sh0001;14
608;ro0061;31/1/2022;sh0001;16
609;ro0061;31/1/2022;sh0001;18
610;ro0061;31/1/2022;sh0001;19
611;ro0062;31/1/2022;sh0002;1
612;ro0062;31/1/2022;sh0002;3
613;ro0062;31/1/2022;sh0002;5
614;ro0062;31/1/2022;sh0002;7
615;ro0062;31/1/2022;sh0002;9
616;ro0062;31/1/2022;sh0002;11
617;ro0062;31/1/2022;sh0002;13
618;ro0062;31/1/2022;sh0002;15
619;ro0062;31/1/2022;sh0002;17
620;ro0062;31/1/2022;sh0002;19
621;ro0063;1/2/2022;sh0003;2
622;ro0063;1/2/2022;sh0003;4
623;ro0063;1/2/2022;sh0003;6
624;ro0063;1/2/2022;sh0003;8
625;ro0063;1/2/2022;sh0003;10
626;ro0063;1/2/2022;sh0003;12
627;ro0063;1/2/2022;sh0003;14
628;ro0063;1/2/2022;sh0003;16
629;ro0063;1/2/2022;sh0003;18
630;ro0063;1/2/2022;sh0003;19
631;ro0064;1/2/2022;sh0004;1
632;ro0064;1/2/2022;sh0004;3
633;ro0064;1/2/2022;sh0004;5
634;ro0064;1/2/2022;sh0004;7
635;ro0064;1/2/2022;sh0004;9
636;ro0064;1/2/2022;sh0004;11
637;ro0064;1/2/2022;sh0004;13
638;ro0064;1/2/2022;sh0004;15
639;ro0064;1/2/2022;sh0004;17
640;ro0064;1/2/2022;sh0004;19
641;ro0065;2/2/2022;sh0005;2
642;ro0065;2/2/2022;sh0005;4
643;ro0065;2/2/2022;sh0005;6
644;ro0065;2/2/2022;sh0005;8
645;ro0065;2/2/2022;sh0005;10
646;ro0065;2/2/2022;sh0005;12
647;ro0065;2/2/2022;sh0005;14
648;ro0065;2/2/2022;sh0005;16
649;ro0065;2/2/2022;sh0005;18
650;ro0065;2/2/2022;sh0005;19
651;ro0066;2/2/2022;sh0006;1
652;ro0066;2/2/2022;sh0006;3
653;ro0066;2/2/2022;sh0006;5
654;ro0066;2/2/2022;sh0006;7
655;ro0066;2/2/2022;sh0006;9
656;ro0066;2/2/2022;sh0006;11
657;ro0066;2/2/2022;sh0006;13
658;ro0066;2/2/2022;sh0006;15
659;ro0066;2/2/2022;sh0006;17
660;ro0066;2/2/2022;sh0006;19
661;ro0067;3/2/2022;sh0007;2
662;ro0067;3/2/2022;sh0007;4
663;ro0067;3/2/2022;sh0007;6
664;ro0067;3/2/2022;sh0007;8
